id	lemma	pure	translit	full_definition
H3432	יָשֻׁבִי	ישבי	Yâshubîy	Jashubites = see Jashub "he will return" 1) descendants of Jashub of the tribe of Issachar exegesis:patronymically from יָשׁוּב H3437 ; explanation: a Jashubite , or descendant of Jashub translation:Jashubites.
H3433	יָשֻׁבִי לֶחֶם	ישבי לחם	Yâshubîy Lechem	Jashubi-lehem = "returner of bread" 1) a descendant of Shelah, the son of Judah by Bath-shua the Canaanitess exegesis:from שׁוּב H7725 and לֶחֶם H3899 ; returner of bread; explanation: Jashubi-Lechem , an Israelite translation:Jashubi-lehem. (Prob. the text should be pointed יֹשְׁבֵי לֶחֶם H and rendered '(they were) inhabitants of Lechem,' i.e. of Bethlehem (by contraction). Compare לַחְמִי H3902 ).
H3434	יָשׇׁבְעָם	ישבעם	Yâshobʻâm	Jashobeam = "the people will return" 1) a Hachmonite, the leader of the 30 mighty warriors of David; he joined David at Ziklag and was best known as the man who slew 800 or 300 men at one time; also called 'Adino the Eznite' 2) a Korahite, another of David's mighty warriors; same as 1? exegesis:from שׁוּב H7725 and עַם H5971 ; people will return; explanation: Jashobam , the name of two or three Israelites translation:Jashobeam.
H3435	יִשְׁבָּק	ישבק	Yishbâq	Ishbak = "he releases" 1) a son of Abraham by Keturah and progenitor of an Arabian tribe exegesis:from an unused root corresponding to שְׁבַק H7662 ; he will leave; explanation: Jishbak , a son of Abraham translation:Ishbak.
H3436	יׇשְׁבְּקָשָׁה	ישבקשה	Yoshbᵉqâshâh	Joshbekashah = "seated in hardness" 1) son of Heman and the leader of the 17th course of musicians exegesis:from יָשַׁב H3427 and קָשֶׁה H7186 ; a hard seat; explanation: Joshbekashah , an Israelite translation:Joshbekashah.
H3437	יָשׁוּב	ישוב	Yâshûwb	Jashub = "he will return" 1) the 3rd son of Issachar and founder of the family of Jashubites 2) one of the sons of Bani who had to put away a foreign wife in the time of Ezra exegesis:or יָשִׁיב H ; from שׁוּב H7725 ; he will return; explanation: Jashub , the name of two Israelites translation:Jashub.
H3438	יִשְׁוָה	ישוה	Yishvâh	Ishuai or Isuah = "he will resemble" 1) the 2nd son of Asher exegesis:from שָׁוָה H7737 ; he will level; explanation: Jishvah , an Israelite translation:Ishvah, Isvah.
H3439	יְשׁוֹחָיָה	ישוחיה	Yᵉshôwchâyâh	Jeshohaiah = "Jehovah humbles" 1) a descendant of Shimei and a chief of the Simeonites exegesis:from the same as יֶשַׁח H3445 and יָהּ H3050 ; Jah will empty; explanation: Jeshochajah , an Israelite translation:Jeshoaiah.
H3440	יִשְׁוִי	ישוי	Yishvîy	Ishui or Ishuai or Isui or Jesui = "he resembles me" 1) the 2nd son of Saul by his wife Ahinoam 2) the 3rd son of Asher and founder of the family of Ishuaites exegesis:from שָׁוָה H7737 ; level; explanation: Jishvi , the name of two Israelites translation:Ishuai, Ishvi, Isui, Jesui.
H3441	יִשְׁוִי	ישוי	Yishvîy	Jesuites = see Jesui "he will justify me" 1) the descendants of Jesui ( H03440-2) exegesis:patronymically from יִשְׁוִי H3440 ; explanation: a Jishvite (collectively) or descendants of Jishvi translation:Jesuites.
H3442	יֵשׁוּעַ	ישוע	Yêshûwaʻ	Jeshua = "he is saved" n pr m 1) son of Nun of the tribe of Ephraim and successor to Moses as the leader of the children of Israel; led the conquest of Canaan 2) son of Jehozadak and high priest after the restoration 3) a priest in the time of David who had charge of the 9th course 4) a Levite in the reign of Hezekiah 5) head of a Levitical house which returned from captivity in Babylon 6) father of a builder of the wall of Jerusalem in the time of Nehemiah n pr loc 7) a town in southern Judah reinhabited by the people of Judah after the return from captivity exegesis:for יְהוֹשׁוּעַ H3091 ; he will save; explanation: Jeshua , the name of ten Israelites, also of a place in Palestine translation:Jeshua.
H3443	יֵשׁוּעַ	ישוע	Yêshûwaʻ	Jeshua = "he is saved" 1) an exilic priest who returned with Zerubbabel exegesis:(Aramaic) corresponding to יֵשׁוּעַ H3442 explanation:{ Jeshua , the name of ten Israelites, also of a place in Palestine} translation:Jeshua.
H3444	יְשׁוּעָה	ישועה	yᵉshûwʻâh	[G:references: G4990,G4991] 1) salvation, deliverance 1a) welfare, prosperity 1b) deliverance 1c) salvation (by God) 1d) victory exegesis:feminine passive participle of יָשַׁע H3467 ; explanation: something saved , i.e. (abstractly) deliverance ; hence, aid , victory , prosperity translation:deliverance, health, help(-ing), salvation, save, saving (health), welfare.
H3445	יֶשַׁח	ישח	yeshach	1) a sinking feeling, emptiness exegesis:from an unused root meaning to gape (as the empty stomach); explanation: hunger translation:casting down.
H3446	יִשְׂחָק	ישחק	Yischâq	Isaac = "he laughs" 1) son of Abraham by Sarah his wife and father of Jacob and Esau exegesis:from שַׁחֲצוֹם H7831 ; he will laugh; explanation: Jischak , the heir of Abraham translation:Isaac. Compare יִצְחָק H3327 .
H3447	יָשַׁט	ישט	yâshaṭ	[G:references: G142,G1614] 1) (Hiphil) to hold out, extend exegesis:a primitive root; explanation: to extend translation:hold out.
H3448	יִשַׁי	ישי	Yishay	[G:references: G2421] Jesse = "I possess" 1) son of Boaz and the father of king David exegesis:by Aramaic אִישַׁי H ; from the same as יֵשׁ H3426 ; extant; explanation: Jishai , David's father translation:Jesse.
H3449	יִשִּׁיָּה	ישיה	Yishshîyâh	Ishiah or Ishijah or Jesiah = "Jehovah will lend" 1) a Korhite, one of David's mighty warriors who joined him at Ziklag 2) the 5th of 5 sons of Izrahiah and one of the heads of the tribe of Issachar in the time of David 3) a Levite, the 2nd son of Uzziel and grandson of Kohath 4) another Levite, son of Rehabiah 5) a descendant of Harim who had a foreign wife exegesis:or יִשִּׁיָּהוּ H ; from נָשָׁה H5383 and יָהּ H3050 ; Jah will lend; explanation: Jishshijah , the name of five Israelites translation:Ishiah, Isshiah, Ishijah, Jesiah.
H3450	יְשִׁימָאֵל	ישימאל	Yᵉshîymâʼêl	Jesimiel = "God will place" 1) a Simeonite chief of the family of Shimei exegesis:from שׂוּם H7760 and אֵל H410 ; God will place; explanation: Jesimael , an Israelite translation:Jesimael.
H3451	יְשִׁימַה	ישימה	yᵉshîymah	1) desolation exegesis:from יָשַׁם H3456 ; explanation: desolation translation:let death seize (from the margin).
H3452	יְשִׁימוֹן	ישימון	yᵉshîymôwn	[G:references: G504,G1372,G2048] 1) waste, wilderness, desert, desolate place exegesis:from יָשַׁם H3456 ; explanation: a desolation translation:desert, Jeshimon, solitary, wilderness.
H3453	יָשִׁישׁ	ישיש	yâshîysh	[G:references: G3820,G4246,G5550] 1) aged, old man, aged one exegesis:from יָשֵׁשׁ H3486 ; explanation: an old man translation:(very) aged (man), ancient, very old.
H3454	יְשִׁישָׁי	ישישי	Yᵉshîyshây	Jeshishai = "my old one" 1) a Gadite from Gilead exegesis:from יָשִׁישׁ H3453 ; aged; explanation: Jeshishai , an Israelite translation:Jeshishai.
H3455	יָשַׂם	ישם	yâsam	[G:references: G3908,G5087] 1) to put, place, set, appoint, make 1a) (Qal) to put, place exegesis:a primitive root; explanation: to place ; in transitively, to be placed translation:be put (set).
H3456	יָשַׁם	ישם	yâsham	[G:references: G853,G2049] 1) (Qal) to ruin, be desolate exegesis:a primitive root; explanation: to lie waste translation:be desolate.
H3457	יִשְׁמָא	ישמא	Yishmâʼ	Ishma = "desolation" 1) a Judaite descended from Hur exegesis:from יָשַׁם H3456 ; desolate; explanation: Jishma , an Israelite translation:Ishma.
H3458	יִשְׁמָעֵאל	ישמעאל	Yishmâʻêʼl	Ishmael = "God will hear" 1) son of Abraham and Sarah's handmaid Hagar and the progenitor of the Arabian peoples 2) son of Nethaniah and the murderer of Gedaliah 3) a Benjamite, one of the sons of Azel a descendant of Saul through Meribbaal or Mephibosheth 4) a Judaite, father of Zebadiah 5) a Judaite, son of Johanan and one of the captains who aided Jehoiada in restoring Joash to the throne 6) a priest of the family of Pashur with a foreign wife whom he was forced to put away by Ezra exegesis:from שָׁמַע H8085 and אֵל H410 ; God will hear; explanation: Jishmael , the name of Abraham's oldest son, and of five Israelites translation:Ishmael.
H3459	יִשְׁמָעֵאלִי	ישמעאלי	Yishmâʻêʼlîy	Ishmaelite = see Ishmael "God will hear" 1) a descendant of Ishmael exegesis:patronymically from יִשְׁמָעֵאל H3458 ; explanation: a Jishmaelite or descendant of Jishmael translation:Ishmaelite.
H3460	יִשְׁמַעְיָה	ישמעיה	Yishmaʻyâh	Ishmaiah = "Jehovah will hear" 1) a Gibeonite and one of David's mighty warriors 2) a son of Obadiah and the ruler of the tribe of Zebulun in the time of king David exegesis:or יִשְׁמַעְיָהוּ H ; from שָׁמַע H8085 and יָהּ H3050 ; Jah will hear; explanation: Jishmajah , the name of two Israelites translation:Ishmaiah.
H3461	יִשְׁמְרַי	ישמרי	Yishmᵉray	Ishmerai = "He keeps me" 1) a Benjamite of the family of Elpaal exegesis:from שָׁמַר H8104 ; preservative; explanation: Jishmerai , an Israelite translation:Ishmerai.
H3462	יָשֵׁן	ישן	yâshên	[G:references: G744,G2518,G2837,G3820,G3820,G3822,G5549] 1) to sleep, be asleep 1a) (Qal) to sleep, go to sleep, be asleep 1b) (Niphal) 1b1) to remain a long time, be stored up 1b2) to be festering (of leprosy) 1c) (Piel) to cause to sleep, entice to sleep exegesis:a primitive root; explanation:properly, to be slack or languid , i.e. (by implication) sleep (figuratively, to die); also to grow old , stale or inveterate translation:old (store), remain long, (make to) sleep.
H3463	יָשֵׁן	ישן	yâshên	[G:references: G5258] 1) sleeping exegesis:from יָשֵׁן H3462 ; explanation: sleepy translation:asleep, (one out of) sleep(-eth, -ing), slept.
H3464	יָשֵׁן	ישן	Yâshên	Jashen = "sleeping" 1) the father of one or more of David's mighty warriors exegesis:the same as יָשֵׁן H3463 ; explanation: Jashen , an Israelite translation:Jashen.
H3465	יָשָׁן	ישן	yâshân	1) old, store, storage exegesis:from יָשֵׁן H3462 ; explanation: old translation:old.
H3466	יְשָׁנָה	ישנה	Yᵉshânâh	Jeshanah = "storage" 1) a town of the southern border of the northern kingdom near Bethel exegesis:feminine of יָשָׁן H3465 ; explanation: Jeshanah , a place in Palestine translation:Jeshanah.
H3467	יָשַׁע	ישע	yâshaʻ	[G:references: G292,G997,G998,G1295,G1522,G1807,G4160,G4506,G4982,G4990,G5614] 1) to save, be saved, be delivered 1a) (Niphal) 1a1) to be liberated, be saved, be delivered 1a2) to be saved (in battle), be victorious 1b) (Hiphil) 1b1) to save, deliver 1b2) to save from moral troubles 1b3) to give victory to exegesis:a primitive root; explanation:properly, to be open , wide or free , i.e. (by implication) to be safe ; causatively, to free or succor translation:[idiom] at all, avenging, defend, deliver(-er), help, preserve, rescue, be safe, bring (having) salvation, save(-iour), get victory.
H3468	יֶשַׁע	ישע	yeshaʻ	[G:references: G1656,G4990,G4991] 1) deliverance, salvation, rescue, safety, welfare 1a) safety, welfare, prosperity 1b) salvation 1c) victory exegesis:or יֵשַׁע H ; from יָשַׁע H3467 ; explanation: liberty , deliverance , prosperity translation:safety, salvation, saving.
H3469	יִשְׁעִי	ישעי	Yishʻîy	Ishi = "He saves me" 1) son of Appaim, one of the line of Jerahmeel of the house of Hezron 2) a chief of Manasseh and head of a family on the east of Jordan 3) a chief of Judah, father of Zoheth 4) a chief of Simeon and head of a family exegesis:from יָשַׁע H3467 ; saving; explanation: Jishi , the name of four Israelites translation:Ishi.
H3470	יְשַׁעְיָה	ישעיה	Yᵉshaʻyâh	[G:references: G2268] Isaiah or Jesaiah or Jeshaiah = "Jehovah has saved" 1) the major prophet, son of Amoz, who prophesied concerning Judah and Jerusalem during the days of kings Uzziah, Jotham, Ahaz, and Hezekiah of Judah; author of the prophetic book by his name; tradition has it that he was sawn asunder in the trunk of a carob tree by king Manasseh and that this is the incident referred to in Heb 11:37 2) son of Hananiah, brother of Pelatiah, and grandson of Zerubbabel 3) a Benjamite 4) one of the 6 sons of Jeduthun 5) son of Rehabiah, a descendant of Moses through Gershom, and an ancestor of a Levite treasurer in the time of David 6) son of Athaliah and chief of the house of Elam who returned with Ezra 7) a chief of the descendants of Merari who returned with Ezra exegesis:or יְשַׁעְיָהוּ H ; from יָשַׁע H3467 and יָהּ H3050 ; Jah has saved; explanation: Jeshajah , the name of seven Israelites translation:Isaiah, Jesaiah, Jeshaiah.
H3471	יָשְׁפֵה	ישפה	yâshᵉphêh	[G:references: G2393] 1) jasper (a precious stone) exegesis:from an unused root meaning to polish; explanation: a gem supposed to be jasper (from the resemblance in name) translation:jasper.
H3472	יִשְׁפָּה	ישפה	Yishpâh	Ispah = "He is bare" 1) a Benjamite of the family of Beriah and one of the heads of his tribe exegesis:perhaps from שָׁפָה H8192 ; he will scratch; explanation: Jishpah , an Israelite translation:Ispah.
H3473	יִשְׁפָּן	ישפן	Yishpân	Ishpan = "he hides" 1) a Benjamite of the family of Shashak exegesis:probably from the same as שָׁפָן H8227 ; he will hide; explanation: Jishpan , an Israelite translation:Ishpan.
H3474	יָשַׁר	ישר	yâshar	[G:references: G700,G746,G1342,G1380,G1614,G2106,G2112,G2112,G2116,G2117,G2117,G2609,G2720,G3718] 1) to be right, be straight, be level, be upright, be just, be lawful, be smooth 1a) (Qal) 1a1) to go straight 1a2) to be pleasing, be agreeable, be right (fig.) 1a3) to be straightforward, be upright 1b) (Piel) 1b1) to make right, make smooth, make straight 1b2) to lead, direct, lead straight along 1b3) to esteem right, approve 1c) (Pual) to be made level, be laid smoothly out 1d) (Hiphil) to make straight, look straight exegesis:a primitive root; explanation: to be straight or even ; figuratively, to be (causatively, to make) right , pleasant , prosperous translation:direct, fit, seem good (meet), [phrase] please (will), be (esteem, go) right (on), bring (look, make, take the) straight (way), be upright(-ly).
